review_id	sentiment	label_id	input_ids	review_body	date
5698	1	2	[0, 100, 21, 1320, 4777, 7, 42, 5835, 3089, 11556, 36, 11, 6907, 43, 11, 5, 1400, 4, 24, 16, 10, 17545, 22288, 8, 29986, 95, 11, 86, 13, 5, 6875, 8, 1684, 4, 11, 1528, 2342, 1688, 415, 2496, 24, 16, 157, 156, 8, 2216, 4, 1437, 939, 1017, 224, 24, 10698, 326, 1872, 7, 2085, 2829, 650, 114, 47, 236, 24, 7, 2564, 101, 24, 473, 15, 5, 1421, 4, 939, 2333, 907, 4716, 1459, 10070, 77, 577, 53, 439, 19, 1675, 39328, 25, 14, 16, 99, 21, 11, 5, 1400, 8, 939, 6640, 5, 2564, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I was immediately drawn to this stunning blouse ( in pink) in the store. it is a fabulous silk and velvet just in time for the holidays and beyond. in true floreat style it is well made and unique.  i'd say it fits tts to maybe slightly small if you want it to fit like it does on the model. i usually buy petite sizes when available but went with regular sizing as that is what was in the store and i liked the fit.	2021-09-28T02:28:47Z
15008	-1	0	[0, 100, 2638, 5, 2564, 8, 11577, 3195, 9, 42, 3588, 4, 24, 18, 7082, 8, 7964, 53, 630, 75, 356, 101, 10, 17284, 14072, 4, 939, 5328, 24, 683, 8, 300, 10, 4866, 9, 33391, 4, 14, 26, 1437, 939, 865, 15158, 24, 1437, 25, 5, 6694, 982, 1437, 172, 905, 24, 516, 3841, 1437, 8, 24, 28704, 7, 457, 63, 1836, 328, 939, 769, 12, 41641, 5, 6694, 8, 5324, 14, 223, 5, 865, 10397, 9223, 24, 172, 982, 22, 16864, 2382, 5131, 72, 18501, 4, 98, 5779, 14, 939, 1930, 81, 68, 1866, 13, 10, 3588, 939, 5328, 683, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I loved the fit and vibrant color of this dress. it's loose and flows but doesn't look like a potato sack. i wore it once and got a ton of compliments. that said  i hand washed it  as the tag states  then let it line dry  and it shrunk to half its size! i re-checked the tag and noticed that under the hand wash instructions it then states ""dry clean recommended."" boo. so disappointed that i spend over $100 for a dress i wore once."	2021-09-28T02:28:47Z
1790	-1	0	[0, 100, 2740, 42, 8, 5207, 24, 74, 28, 10, 1531, 359, 29363, 3569, 23204, 13, 42, 2608, 4, 1386, 1437, 24, 18, 95, 7782, 4, 24, 399, 75, 2564, 157, 4, 350, 765, 11, 5, 1374, 5933, 359, 11, 5, 21764, 4, 5, 16578, 9, 5, 32566, 58, 12402, 873, 4, 24, 67, 399, 75, 2045, 156, 7, 94, 4, 24, 1415, 101, 24, 74, 13106, 73, 22617, 1073, 11, 10, 765, 1280, 9, 86, 4, 939, 1835, 24, 4, 939, 1017, 657, 7, 192, 10, 2496, 1122, 7, 42, 9390, 357, 11, 5, 499, 4, 519, 10, 2216, 24150, 16, 10, 11962, 1114, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I ordered this and hoped it would be a fun & whimsical sweater for this winter. instead  it's just strange. it didn't fit well. too short in the overall length & in the sleeves. the shades of the yarn were drab. it also didn't seem made to last. it looked like it would pill/snag in a short amount of time. i returned it. i'd love to see a style similar to this executed better in the future. having a unique sleeve is a cute idea.	2021-09-28T02:28:47Z
3351	0	1	[0, 713, 299, 16, 15652, 8, 34, 10, 4600, 19780, 2564, 36, 281, 2343, 15, 5, 1421, 738, 43, 1437, 98, 939, 74, 33, 6640, 7, 1836, 159, 131, 959, 1437, 5, 3701, 32, 2778, 15898, 73, 27752, 8, 89, 18, 117, 169, 939, 115, 33, 2564, 127, 3701, 88, 5, 220, 1836, 159, 4, 114, 47, 33, 11875, 3701, 1437, 2085, 47, 115, 1836, 159, 8, 146, 42, 173, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This top is adorable and has a looser fit (as shown on the model shot)  so i would have liked to size down; however  the arms are extremely fitted/tight and there's no way i could have fit my arms into the next size down. if you have slim arms  maybe you could size down and make this work.	2021-09-28T02:28:47Z
5187	1	2	[0, 100, 3584, 10, 650, 11, 42, 3588, 4, 195, 108, 401, 113, 2631, 417, 4, 939, 115, 33, 1613, 19, 10, 4761, 114, 939, 770, 7, 3568, 10, 11689, 4, 42, 3588, 16, 45, 2425, 7, 28, 10610, 19, 65, 4, 24, 2564, 203, 357, 396, 4, 939, 6640, 5, 1675, 5933, 25, 5, 3588, 16, 3518, 7, 28, 10, 1084, 118, 4, 42, 3588, 26776, 22, 18581, 2089, 113, 7, 162, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I purchased a small in this dress. 5'6"" 34d. i could have gone with a medium if i wanted to wear a bra. this dress is not meant to be worn with one. it fit much better without. i liked the regular length as the dress is supposed to be a midi. this dress screams ""summer"" to me."	2021-09-28T02:28:47Z
12406	1	2	[0, 19065, 3588, 13, 28177, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Great dress for vacations!	2021-09-28T02:28:47Z
15338	0	1	[0, 100, 524, 3700, 10, 650, 23, 6215, 1437, 53, 460, 645, 10, 650, 8, 4761, 7, 860, 187, 939, 437, 6764, 4, 5, 3195, 9, 5, 2272, 16, 269, 1256, 1437, 8, 939, 64, 192, 2498, 24, 15, 5, 983, 19, 9881, 6255, 1536, 1437, 8, 10386, 24, 62, 19, 10, 30197, 8443, 13, 173, 4, 5, 39328, 16, 169, 160, 15, 42, 3588, 1437, 600, 4, 5, 650, 16, 350, 765, 13, 162, 36, 5970, 2368, 322, 939, 437, 195, 108, 398, 113, 8, 5, 13977, 630, 75, 2662, 614, 615, 13, 10, 1874, 12, 2739, 15346, 2496, 4, 98, 939, 1381, 10, 4761, 4, 5, 4761, 16, 45, 23855, 12461, 23, 70, 4, 939, 1381, 24, 15, 8, 24, 10698, 155, 3391, 2, 1, 1]	"I am typically a small at retailer  but always order a small and medium to try since i'm tall. the color of the green is really pretty  and i can see wearing it on the weekend with casual sandals  and dressing it up with a cropped jacket for work. the sizing is way off on this dress  though. the small is too short for me (personally). i'm 5'8"" and the waist doesn't sit low enough for a drop-waisted style. so i tried a medium. the medium is not sized correctly at all. i tried it on and it fits 3 si"	2021-09-28T02:28:47Z
12796	1	2	[0, 100, 2638, 42, 299, 77, 939, 78, 794, 24, 804, 8, 24, 222, 45, 17534, 77, 939, 829, 24, 11, 5, 7107, 4, 24, 18, 182, 13719, 1437, 1969, 13, 2428, 1437, 3035, 1035, 363, 1437, 419, 1136, 4, 939, 269, 101, 5, 1521, 8, 101, 14, 47, 64, 326, 5858, 24, 11, 4, 89, 16, 615, 10199, 11, 5, 760, 7, 492, 24, 10, 22, 19322, 219, 113, 356, 14, 939, 5478, 42790, 939, 40, 28, 1311, 3113, 1010, 8, 127, 618, 1928, 809, 40, 533, 240, 103, 1953, 328, 372, 299, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I loved this top when i first saw it online and it did not disappoint when i received it in the mail. it's very lightweight  perfect for spring  cool summer night  early fall. i really like the design and like that you can tuck it in. there is enough fabric in the front to give it a ""flowy"" look that i appreciate bc i will be giving birth soon and my post baby body will likely need some coverage! great top!"	2021-09-28T02:28:47Z
9855	1	2	[0, 100, 5328, 42, 13855, 6439, 7, 10, 92, 3427, 3312, 8, 300, 98, 171, 33391, 328, 939, 437, 195, 108, 176, 113, 11061, 23246, 8, 5, 321, 4716, 1459, 21, 1969, 19, 8872, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I wore this jumpsuit to a newport wedding and got so many compliments! i'm 5'2"" 105 lbs and the 0 petite was perfect with heels."	2021-09-28T02:28:47Z
1372	0	1	[0, 565, 10382, 42, 9869, 19, 239, 3844, 1437, 1810, 2985, 1437, 909, 3041, 219, 9304, 4, 960, 939, 115, 1034, 13, 8, 55, 1437, 53, 45, 1341, 328, 1437, 1437, 1437, 1836, 35, 39458, 2740, 1836, 231, 4, 939, 437, 2333, 10, 650, 1437, 10930, 3023, 29, 11, 6215, 3595, 101, 2342, 1688, 415, 8, 10, 1071, 5408, 2744, 4245, 4, 939, 437, 195, 108, 245, 113, 6764, 1437, 8325, 23246, 1437, 2631, 417, 1437, 1718, 12, 2890, 12, 3272, 1437, 251, 28762, 1437, 6787, 10762, 1437, 8, 765, 3701, 4, 1437, 1437, 1437, 2564, 35, 1836, 231, 56, 95, 615, 980, 149, 5, 11044, 4, 5, 22990, 9897, 21764, 58, 929, 219, 8, 95, 1348, 127, 36093, 4, 5, 10762, 58, 95, 235, 4, 1823, 2]	"Tried this lovely with high waste  wide leg  black flowy pants. everything i could hope for and more  but not quite!    size: blindly ordered size 6. i'm usually a small  occasionally xs in retailer brands like floreat and akemi+kin. i'm 5'5"" tall  130 lbs  34d  35-29-37  long torso  narrow shoulders  and short arms.    fit: size 6 had just enough space through the bust. the lace edged sleeves were roomy and just reached my wrists. the shoulders were just right. extra fabric ballooned out around t"	2021-09-28T02:28:47Z
9662	-1	0	[0, 100, 5291, 2806, 42, 16576, 25, 939, 657, 10, 1181, 21451, 16576, 8, 42, 1326, 2721, 4, 939, 1357, 24, 1437, 1381, 24, 15, 1437, 1051, 24, 124, 734, 405, 16, 157, 156, 53, 34, 350, 171, 34784, 4, 78, 1437, 24, 16, 182, 7992, 4, 939, 2740, 1836, 231, 36, 245, 108, 176, 113, 1437, 9680, 23246, 24521, 5, 1836, 21, 205, 1437, 53, 24, 16, 98, 7992, 14, 24, 3639, 3739, 9, 1823, 2342, 5865, 198, 5, 13977, 8, 28398, 4, 24, 16, 67, 182, 4140, 219, 8, 10698, 11, 41, 29747, 24203, 169, 4, 1747, 1437, 8, 144, 7769, 1437, 24, 34, 10, 124, 8, 760, 13228, 8, 258, 32, 748, 9663, 70, 5, 169, 62, 7, 5, 740, 2, 1, 1, 1, 1]	"I anticipated receiving this skirt as i love a longer pencil skirt and this looks beautiful. i opened it  tried it on  sent it back...it is well made but has too many negatives. first  it is very thick. i ordered size 6 (5'2""  140 lbs.). the size was good  but it is so thick that it adds lots of extra fluff around the waist and abdomen. it is also very stretchy and fits in an unflattering way. finally  and most importantly  it has a back and front vent and both are vented all the way up to the c"	2021-09-28T02:28:47Z
19368	0	1	[0, 713, 16, 215, 2721, 1468, 1437, 53, 5, 21764, 23, 5, 10762, 32, 6587, 480, 5, 4366, 1468, 817, 24, 356, 101, 939, 437, 2498, 4793, 18569, 4, 14, 16697, 7510, 1118, 7, 5, 1079, 9, 5, 3588, 36, 5982, 10481, 542, 25384, 4075, 43, 95, 1326, 10861, 4, 939, 21, 98, 546, 556, 7, 42, 3588, 1437, 8, 122, 24, 18, 164, 124, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This is such beautiful material  but the sleeves at the shoulders are terrible -- the gathered material makes it look like i'm wearing shoulder pads. that structured element compared to the rest of the dress (relatively unstructured) just looks ridiculous. i was so looking forward to this dress  and now it's going back.	2021-09-28T02:28:47Z
14280	0	1	[0, 100, 829, 209, 25, 10, 29224, 13738, 4085, 4, 51, 32, 269, 23889, 35, 3279, 1437, 3793, 8, 2422, 3473, 4, 959, 1437, 51, 4140, 66, 10, 319, 1437, 25, 89, 16, 117, 2451, 20951, 50, 33827, 15, 5, 13977, 1971, 4, 42, 3315, 106, 7, 4202, 1116, 66, 10, 319, 8, 939, 33, 7, 489, 6539, 106, 62, 4, 42, 16, 2051, 13, 7209, 66, 198, 5, 790, 1437, 53, 45, 114, 47, 236, 7, 3568, 106, 66, 8, 59, 4, 939, 437, 2396, 106, 142, 51, 214, 98, 3473, 1437, 53, 36798, 141, 203, 51, 4140, 4, 36, 118, 524, 195, 108, 401, 113, 1437, 8325, 23246, 8, 5, 1836, 650, 10698, 157, 322, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well)."	2021-09-28T02:28:47Z
7757	-1	0	[0, 133, 2496, 21, 269, 11962, 53, 5, 2564, 21, 1307, 4, 939, 2740, 41, 3023, 29, 4, 939, 218, 75, 206, 164, 7, 5, 37863, 29, 74, 33, 1147, 4, 939, 1249, 62, 3357, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The style was really cute but the fit was huge. i ordered an xs. i don't think going to the xxs would have helped. i ended up returning it.	2021-09-28T02:28:47Z
17207	-1	0	[0, 387, 22539, 1437, 939, 1064, 11, 7833, 657, 19, 209, 29066, 454, 939, 5426, 141, 3953, 5, 4140, 16, 30, 5, 253, 9, 5, 183, 4, 939, 3584, 106, 15, 5, 508, 212, 9, 10668, 428, 8, 64, 75, 10905, 7, 3568, 106, 5988, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Bummer  i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.	2021-09-28T02:28:47Z
