review_id	sentiment	label_id	input_ids	review_body	date
2285	-1	0	[0, 100, 3584, 42, 299, 15, 1392, 8, 21, 269, 2283, 59, 5, 2496, 4, 24, 2564, 372, 5, 78, 86, 939, 5328, 24, 4, 939, 15158, 24, 683, 1437, 309, 7, 5, 575, 9223, 4, 71, 14784, 24, 11, 2569, 514, 8, 2455, 24, 7, 935, 3841, 1437, 24, 21, 5072, 19750, 4, 24, 28704, 62, 11, 5933, 23398, 66, 59, 80, 4877, 4, 939, 437, 1256, 29673, 4567, 59, 24, 142, 24, 21, 11962, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I purchased this top on sale and was really excited about the style. it fit great the first time i wore it. i washed it once  according to the care instructions. after washing it in cold water and allowing it to air dry  it was basically ruined. it shrunk up in length widened out about two inches. i'm pretty bummed about it because it was cute.	2021-09-28T02:28:47Z
282	0	1	[0, 713, 299, 16, 205, 1318, 8, 11962, 4, 24, 1237, 739, 12, 939, 437, 2333, 10, 4761, 8, 956, 10, 650, 4, 5, 1219, 939, 40, 28, 3357, 24, 16, 142, 24, 34968, 66, 23, 5, 2576, 15, 5, 909, 61, 16, 182, 29747, 24203, 15, 4, 24, 817, 162, 356, 1810, 11, 5, 13977, 50, 101, 939, 437, 2498, 10, 21592, 299, 4, 9327, 142, 939, 269, 6640, 960, 1493, 59, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	This top is good quality and cute. it runs large- i'm usually a medium and needed a small. the reason i will be returning it is because it flares out at the bottom on the black which is very unflattering on. it makes me look wide in the waist or like i'm wearing a maternity top. unfortunate because i really liked everything else about it.	2021-09-28T02:28:47Z
15827	1	2	[0, 347, 4467, 299, 4, 45, 686, 59, 5, 326, 281, 27955, 23, 5, 21764, 4, 182, 34203, 11, 5, 13977, 443, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Cute top. not sure about the tassels at the sleeves. very flattering in the waist area.	2021-09-28T02:28:47Z
2902	0	1	[0, 100, 98, 7340, 770, 42, 299, 7, 173, 4, 24, 1326, 98, 11962, 328, 53, 1437, 25, 1010, 25, 939, 1381, 24, 15, 1437, 939, 1467, 24, 938, 75, 10, 13456, 4, 939, 399, 75, 190, 240, 10, 9807, 328, 24, 18, 45, 14756, 13, 167, 9, 201, 19, 10, 11044, 36, 118, 437, 10, 2631, 417, 43, 8, 932, 53, 10, 784, 30451, 1421, 12, 25732, 5120, 4, 939, 3608, 39328, 62, 114, 47, 214, 11044, 219, 8, 236, 7, 492, 24, 10, 860, 4, 24, 1415, 38474, 7180, 15, 162, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I so badly wanted this top to work. it looks so cute! but  as soon as i tried it on  i knew it wasn't a keeper. i didn't even need a mirror! it's not suited for those of us with a bust (i'm a 34d) and anything but a lanky model-esque frame. i suggest sizing up if you're busty and want to give it a try. it looked dowdy on me.	2021-09-28T02:28:47Z
15339	-1	0	[0, 100, 197, 33, 1199, 2789, 1503, 7, 5, 97, 6173, 4, 939, 115, 6254, 120, 42, 3089, 11556, 81, 127, 471, 328, 71, 562, 24, 15, 1437, 5, 3124, 31670, 350, 32, 182, 650, 4, 5, 3089, 11556, 97, 87, 14, 16, 1256, 8, 182, 1816, 324, 4, 939, 657, 5, 16415, 1295, 8, 385, 1168, 397, 21764, 53, 939, 21, 7031, 19605, 198, 127, 5397, 4, 939, 1381, 5, 650, 53, 206, 10, 4761, 1979, 75, 33, 57, 203, 357, 4, 24, 782, 10, 6148, 1273, 15, 5397, 8, 21764, 4, 939, 74, 33, 7, 342, 42, 15, 137, 7855, 50, 608, 127, 2549, 4, 1437, 1437, 114, 47, 33, 10, 5262, 471, 8, 21451, 10, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I should have paid closer attention to the other reviews. i could barely get this blouse over my head! after getting it on  the armholes too are very small. the blouse other than that is pretty and very girlie. i love the pleating and dolman sleeves but i was strangled around my neck. i tried the small but think a medium wouldn't have been much better. it needs a button opening on neck and sleeves. i would have to put this on before makeup or doing my hair.   if you have a tiny head and pencil a	2021-09-28T02:28:47Z
17581	0	1	[0, 100, 524, 655, 11, 1707, 9, 10, 1109, 1437, 1104, 1437, 1035, 299, 4, 42, 16, 45, 1341, 24, 4, 89, 32, 80, 11693, 13171, 1437, 8, 349, 9, 106, 16, 5, 12272, 219, 1437, 1690, 37208, 1907, 9, 25665, 2158, 4, 24, 74, 95, 25149, 162, 11, 5, 1035, 3778, 5579, 4297, 939, 422, 5342, 2131, 11, 937, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I am ever in search of a light  white  summer top. this is not quite it. there are two distinct layers  and each of them is the scratchy  starchy type of gauze. it would just roast me in the summer sun--but i run fairly hot in general.	2021-09-28T02:28:47Z
6562	-1	0	[0, 100, 657, 13855, 27734, 13, 49, 2496, 8, 5863, 4, 939, 2638, 5, 356, 9, 42, 2440, 11052, 4122, 2125, 1437, 8, 5, 1551, 14, 26, 24, 21, 101, 18437, 3568, 47, 115, 3568, 66, 9, 5, 790, 4, 939, 2854, 14, 24, 16, 101, 18437, 3568, 1437, 53, 13, 162, 1437, 89, 58, 10, 367, 2019, 4, 1437, 1437, 1437, 78, 1437, 5, 2564, 21, 650, 4, 939, 524, 2333, 4558, 227, 10, 132, 8, 10, 231, 6122, 15, 2496, 1437, 847, 8, 1518, 4, 939, 1381, 5, 650, 11, 42, 8, 24, 21, 45, 10, 3041, 219, 356, 50, 619, 4, 24, 21, 23680, 11, 5, 6605, 443, 11, 10, 169, 14, 74, 146, 162, 45, 236, 7, 3568, 3553, 2, 1, 1, 1, 1]	I love jumpsuits for their style and comfort. i loved the look of this blue silky piece  and the review that said it was like lounge wear you could wear out of the house. i agree that it is like lounge wear  but for me  there were a few challenges.    first  the fit was small. i am usually anywhere between a 2 and a 6 depending on style  cut and brand. i tried the small in this and it was not a flowy look or feel. it was restrictive in the hip area in a way that would make me not want to wear th	2021-09-28T02:28:47Z
15319	1	2	[0, 713, 299, 16, 1874, 12, 18758, 15652, 1437, 182, 157, 156, 1437, 8, 10, 34203, 2564, 4, 939, 5324, 97, 34910, 584, 24, 16, 1810, 8, 765, 1437, 53, 14, 21, 45, 127, 676, 4, 24, 18, 10, 7019, 22, 32123, 113, 50, 22, 9738, 2379, 2158, 113, 3989, 1437, 53, 15898, 149, 5, 10762, 4, 98, 1437, 114, 47, 32, 650, 12, 17276, 3215, 8, 650, 11, 5, 7050, 111, 42, 16, 10, 182, 1437, 182, 11962, 299, 4, 13, 5135, 1437, 939, 524, 195, 108, 306, 113, 8, 10, 2107, 438, 111, 8, 939, 362, 10, 1836, 132, 4, 1969, 77, 11153, 19, 2933, 2972, 5246, 918, 50, 2927, 4663, 4, 24, 18, 67, 13213, 6459, 157, 156, 19, 4206, 14901, 111, 5, 11962, 2]	"This top is drop-dead adorable  very well made  and a flattering fit. i noticed other reviewers saying it is wide and short  but that was not my experience. it's a slight ""swing"" or ""trapeze"" shape  but fitted through the shoulders. so  if you are small-shouldered and small in the chest - this is a very  very cute top. for reference  i am 5'4"" and a 32c - and i took a size 2. perfect when paired with dark skinnies or capris. it's also delightfully well made with excellent detailing - the cute vi"	2021-09-28T02:28:47Z
12969	1	2	[0, 100, 2162, 42, 3089, 11556, 71, 939, 794, 127, 15845, 2498, 24, 4, 5, 3195, 16, 9869, 4, 939, 19932, 14532, 15, 24, 148, 127, 78, 2498, 8, 24, 35564, 3215, 30980, 4, 939, 524, 98, 7785, 328, 215, 41, 1365, 2125, 7, 3211, 15, 1437, 182, 3473, 4, 2564, 16, 372, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I bought this blouse after i saw my aunt wearing it. the color is lovely. i spilled soup on it during my first wearing and it laundered wonderfully. i am so glad! such an easy piece to throw on  very comfortable. fit is great.	2021-09-28T02:28:47Z
8906	0	1	[0, 100, 770, 7, 657, 42, 299, 4, 24, 21, 1307, 8, 939, 399, 75, 101, 5, 1468, 4, 24, 1299, 101, 24, 197, 33, 57, 203, 540, 3214, 87, 24, 21, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I wanted to love this top. it was huge and i didn't like the material. it felt like it should have been much less expensive than it was.	2021-09-28T02:28:47Z
3417	1	2	[0, 133, 299, 16, 10, 1256, 1521, 4, 24, 18, 10, 614, 748, 12, 20020, 4, 53, 24, 74, 28, 2579, 13, 4477, 2961, 4, 24, 21, 95, 169, 7, 3229, 4, 1237, 650, 4, 645, 62, 10, 1836, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	The top is a pretty design. it's a low v-neck. but it would be nice for layering. it was just way to tight. runs small. order up a size.	2021-09-28T02:28:47Z
19389	-1	0	[0, 8346, 156, 3588, 1437, 53, 350, 203, 10199, 13, 127, 5840, 4, 24, 22533, 10, 410, 2016, 15, 5, 809, 359, 473, 45, 492, 10, 11875, 7059, 3327, 4, 5, 8089, 32, 11577, 359, 1256, 1437, 53, 5, 3588, 16, 350, 251, 1437, 25, 157, 4, 25, 97, 34910, 33, 26, 1437, 5, 760, 16, 350, 614, 847, 1437, 53, 1004, 24, 198, 8, 24, 1326, 359, 2653, 357, 4, 399, 75, 173, 13, 162, 1437, 16748, 1437, 939, 581, 28, 3357, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Well made dress  but too much fabric for my taste. it lays a little heavy on the body & does not give a slimming affect. the colors are vibrant & pretty  but the dress is too long  as well. as other reviewers have said  the front is too low cut  but turn it around and it looks & feels better. didn't work for me  sadly  i'll be returning it.	2021-09-28T02:28:47Z
12145	-1	0	[0, 16861, 5, 3588, 16, 6539, 4102, 71, 5, 78, 10397, 36, 16634, 865, 10397, 4943, 322, 67, 1437, 89, 32, 117, 11689, 12, 10750, 3275, 9758, 1437, 8, 127, 11689, 31622, 222, 311, 62, 10, 319, 734, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	Unfortunately the dress is pulling apart after the first wash ( gentle hand wash cycle). also  there are no bra-straps holders  and my bra straps did show up a lot...	2021-09-28T02:28:47Z
11963	0	1	[0, 100, 101, 42, 6399, 1437, 25, 11, 937, 939, 6573, 55, 1026, 12, 22605, 8, 540, 3041, 219, 15331, 4, 959, 1437, 71, 14784, 5, 6399, 8, 7209, 3841, 24, 34, 28704, 7, 28, 350, 765, 7, 3568, 19, 190, 1084, 12, 15839, 10844, 4, 98, 35, 205, 114, 47, 218, 75, 101, 251, 326, 12, 16284, 1437, 1099, 114, 47, 32, 6764, 1437, 101, 162, 36, 245, 108, 398, 8070, 8, 218, 75, 236, 7, 3568, 10, 6792, 299, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top."	2021-09-28T02:28:47Z
964	0	1	[0, 100, 269, 770, 7, 101, 39, 3588, 1437, 53, 24, 21, 10, 380, 2649, 4, 380, 380, 2649, 4, 356, 23, 5, 169, 5, 16576, 16, 7391, 7, 5, 3588, 11, 5, 1345, 4, 24, 1411, 62, 239, 15, 5, 2380, 1618, 10, 765, 28072, 2463, 4, 5, 16721, 6158, 8117, 478, 235, 23, 127, 22712, 1437, 98, 24, 1415, 101, 19053, 219, 11689, 12988, 15, 5, 760, 4, 5, 124, 19053, 219, 6184, 1415, 101, 5103, 11954, 15, 127, 124, 4, 24, 21, 444, 10941, 87, 939, 421, 4, 1374, 1437, 24, 1415, 101, 939, 21, 12420, 667, 7, 28, 10, 13350, 20285, 50, 25310, 4, 1099, 1099, 1099, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I really wanted to like his dress  but it was a big miss. big big miss. look at the way the skirt is attached to the dress in the photo. it goes up high on the sides leaving a short bodice. the sequined patterns hit right at my breasts  so it looked like glittery bra cups on the front. the back glittery pattern looked like bird wings on my back. it was far shorter than i expected. overall  it looked like i was desperately trying to be a sexy angel or fairy. bad bad bad.	2021-09-28T02:28:47Z
9604	0	1	[0, 100, 2740, 42, 11, 15149, 8, 1104, 1437, 53, 1249, 62, 3357, 24, 4, 5, 1468, 16, 10, 828, 7174, 36, 4297, 3793, 322, 5, 3989, 9, 5, 299, 21, 7297, 1437, 939, 399, 75, 206, 24, 21, 350, 2233, 219, 53, 939, 399, 75, 101, 141, 5, 39336, 1415, 15, 5, 2380, 4, 3284, 939, 399, 75, 206, 24, 21, 966, 5, 425, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	I ordered this in tan and white  but ended up returning it. the material is a bit thin (but soft). the shape of the top was decent  i didn't think it was too boxy but i didn't like how the seams looked on the sides. ultimately i didn't think it was worth the price.	2021-09-28T02:28:47Z
